loading data...completed 0.08935141563415527 sec
Epoch: [0][0/17]	Time 0.195 (0.195)	Loss 0.9805 (0.9805)
Epoch: [570][3/17]	Time 0.007 (0.007)	Loss 0.0120 (0.0094)
Epoch: [570][4/17]	Time 0.006 (0.007)	Loss 0.0121 (0.0099)
Epoch: [570][5/17]	Time 0.007 (0.007)	Loss 0.0116 (0.0102)
Epoch: [570][6/17]	Time 0.007 (0.007)	Loss 0.0076 (0.0098)
Epoch: [570][7/17]	Time 0.006 (0.007)	Loss 0.0076 (0.0096)
Epoch: [570][8/17]	Time 0.007 (0.007)	Loss 0.0091 (0.0095)
Epoch: [570][9/17]	Time 0.007 (0.007)	Loss 0.0085 (0.0094)
Epoch: [570][10/17]	Time 0.006 (0.007)	Loss 0.0082 (0.0093)
Epoch: [570][11/17]	Time 0.006 (0.007)	Loss 0.0064 (0.0091)
Epoch: [570][12/17]	Time 0.008 (0.007)	Loss 0.0108 (0.0092)
Epoch: [570][13/17]	Time 0.009 (0.007)	Loss 0.0081 (0.0091)
Epoch: [570][14/17]	Time 0.008 (0.007)	Loss 0.0086 (0.0091)
Epoch: [570][15/17]	Time 0.006 (0.007)	Loss 0.0056 (0.0089)
Epoch: [570][16/17]	Time 0.006 (0.007)	Loss 0.0138 (0.0091)
Epoch end: [570]	Time 0.120	Loss 0.0091
Train loss score [570]: tensor(0.0091)
Pred  Val: [570][0/3]	Time 0.005 (0.005)	Loss 0.0239 (0.0239)
Pred  Val: [570][1/3]	Time 0.005 (0.005)	Loss 0.0245 (0.0242)
Pred  Val: [570][2/3]	Time 0.002 (0.004)	Loss 0.0288 (0.0244)
Pred  Val end: [570]	Time 0.012	Loss 0.0244
Val loss score [570]: tensor(0.0244) 
Epoch: [571][0/17]	Time 0.009 (0.009)	Loss 0.0069 (0.0069)
Epoch: [571][1/17]	Time 0.007 (0.008)	Loss 0.0073 (0.0071)
Epoch: [571][2/17]	Time 0.007 (0.007)	Loss 0.0062 (0.0068)
Epoch: [571][3/17]	Time 0.008 (0.007)	Loss 0.0062 (0.0066)
Epoch: [571][4/17]	Time 0.088 (0.024)	Loss 0.0065 (0.0066)
Epoch: [571][5/17]	Time 0.007 (0.021)	Loss 0.0066 (0.0066)
Epoch: [571][6/17]	Time 0.007 (0.019)	Loss 0.0065 (0.0066)
Epoch: [571][7/17]	Time 0.006 (0.017)	Loss 0.0067 (0.0066)
Epoch: [571][8/17]	Time 0.007 (0.016)	Loss 0.0067 (0.0066)
Epoch: [571][9/17]	Time 0.007 (0.015)	Loss 0.0068 (0.0066)
Epoch: [571][10/17]	Time 0.007 (0.014)	Loss 0.0058 (0.0066)
Epoch: [571][11/17]	Time 0.009 (0.014)	Loss 0.0047 (0.0064)
Epoch: [571][12/17]	Time 0.007 (0.013)	Loss 0.0059 (0.0064)
Epoch: [571][13/17]	Time 0.006 (0.013)	Loss 0.0066 (0.0064)
Epoch: [571][14/17]	Time 0.007 (0.013)	Loss 0.0073 (0.0065)
Epoch: [571][15/17]	Time 0.006 (0.012)	Loss 0.0052 (0.0064)
Epoch: [571][16/17]	Time 0.006 (0.012)	Loss 0.0065 (0.0064)
Epoch end: [571]	Time 0.201	Loss 0.0064
Train loss score [571]: tensor(0.0064)
Pred  Val: [571][0/3]	Time 0.005 (0.005)	Loss 0.0310 (0.0310)
Pred  Val: [571][1/3]	Time 0.004 (0.005)	Loss 0.0228 (0.0269)
Pred  Val: [571][2/3]	Time 0.001 (0.004)	Loss 0.0157 (0.0264)
Pred  Val end: [571]	Time 0.011	Loss 0.0264
Val loss score [571]: tensor(0.0264) 
Epoch: [572][0/17]	Time 0.008 (0.008)	Loss 0.0061 (0.0061)
Epoch: [572][1/17]	Time 0.007 (0.008)	Loss 0.0046 (0.0053)
Epoch: [572][2/17]	Time 0.007 (0.007)	Loss 0.0052 (0.0053)
Epoch: [572][3/17]	Time 0.008 (0.008)	Loss 0.0075 (0.0058)
Epoch: [572][4/17]	Time 0.011 (0.008)	Loss 0.0048 (0.0056)
Epoch: [572][5/17]	Time 0.007 (0.008)	Loss 0.0052 (0.0055)
Epoch: [572][6/17]	Time 0.007 (0.008)	Loss 0.0052 (0.0055)
Epoch: [572][7/17]	Time 0.006 (0.008)	Loss 0.0097 (0.0060)
Epoch: [572][8/17]	Time 0.008 (0.008)	Loss 0.0065 (0.0061)
Epoch: [572][9/17]	Time 0.009 (0.008)	Loss 0.0096 (0.0064)
Epoch: [572][10/17]	Time 0.007 (0.008)	Loss 0.0081 (0.0066)
Epoch: [572][11/17]	Time 0.006 (0.008)	Loss 0.0069 (0.0066)
Epoch: [572][12/17]	Time 0.007 (0.008)	Loss 0.0098 (0.0069)
Epoch: [572][13/17]	Time 0.006 (0.008)	Loss 0.0042 (0.0067)
Epoch: [572][14/17]	Time 0.007 (0.008)	Loss 0.0072 (0.0067)
Epoch: [572][15/17]	Time 0.007 (0.008)	Loss 0.0045 (0.0066)
Epoch: [572][16/17]	Time 0.006 (0.007)	Loss 0.0096 (0.0067)
Epoch end: [572]	Time 0.126	Loss 0.0067
Train loss score [572]: tensor(0.0067)
Pred  Val: [572][0/3]	Time 0.005 (0.005)	Loss 0.0175 (0.0175)
Pred  Val: [572][1/3]	Time 0.004 (0.005)	Loss 0.0225 (0.0200)
Pred  Val: [572][2/3]	Time 0.002 (0.004)	Loss 0.0387 (0.0207)
Pred  Val end: [572]	Time 0.012	Loss 0.0207
Val loss score [572]: tensor(0.0207) <-Best
Epoch: [573][0/17]	Time 0.014 (0.014)	Loss 0.0063 (0.0063)
Epoch: [573][1/17]	Time 0.006 (0.010)	Loss 0.0064 (0.0064)
Epoch: [573][2/17]	Time 0.007 (0.009)	Loss 0.0100 (0.0076)
Epoch: [573][3/17]	Time 0.007 (0.009)	Loss 0.0072 (0.0075)
Epoch: [573][4/17]	Time 0.007 (0.008)	Loss 0.0046 (0.0069)
Epoch: [573][5/17]	Time 0.007 (0.008)	Loss 0.0062 (0.0068)
Epoch: [573][6/17]	Time 0.007 (0.008)	Loss 0.0064 (0.0068)
Epoch: [573][7/17]	Time 0.007 (0.008)	Loss 0.0054 (0.0066)
Epoch: [573][8/17]	Time 0.006 (0.008)	Loss 0.0053 (0.0064)
Epoch: [573][9/17]	Time 0.007 (0.007)	Loss 0.0077 (0.0066)
Epoch: [573][10/17]	Time 0.010 (0.008)	Loss 0.0062 (0.0065)
Epoch: [573][11/17]	Time 0.007 (0.008)	Loss 0.0055 (0.0064)
Epoch: [573][12/17]	Time 0.010 (0.008)	Loss 0.0066 (0.0065)
Epoch: [573][13/17]	Time 0.010 (0.008)	Loss 0.0080 (0.0066)
Epoch: [573][14/17]	Time 0.007 (0.008)	Loss 0.0041 (0.0064)
Epoch: [573][15/17]	Time 0.007 (0.008)	Loss 0.0076 (0.0065)
Epoch: [573][16/17]	Time 0.006 (0.008)	Loss 0.0062 (0.0065)
Epoch end: [573]	Time 0.131	Loss 0.0065
Train loss score [573]: tensor(0.0065)
Pred  Val: [573][0/3]	Time 0.005 (0.005)	Loss 0.0308 (0.0308)
Pred  Val: [573][1/3]	Time 0.004 (0.004)	Loss 0.0413 (0.0361)
Pred  Val: [573][2/3]	Time 0.001 (0.003)	Loss 0.0425 (0.0364)
Pred  Val end: [573]	Time 0.010	Loss 0.0364
Val loss score [573]: tensor(0.0364) 
Epoch: [574][0/17]	Time 0.009 (0.009)	Loss 0.0067 (0.0067)
Epoch: [574][1/17]	Time 0.009 (0.009)	Loss 0.0080 (0.0073)
Epoch: [574][2/17]	Time 0.006 (0.008)	Loss 0.0060 (0.0069)
Epoch: [574][3/17]	Time 0.007 (0.008)	Loss 0.0054 (0.0065)
Epoch: [574][4/17]	Time 0.007 (0.008)	Loss 0.0052 (0.0063)
Epoch: [574][5/17]	Time 0.007 (0.007)	Loss 0.0055 (0.0061)
Epoch: [574][6/17]	Time 0.006 (0.007)	Loss 0.0055 (0.0060)
Epoch: [574][7/17]	Time 0.008 (0.007)	Loss 0.0052 (0.0059)
Epoch: [574][8/17]	Time 0.007 (0.007)	Loss 0.0072 (0.0061)
Epoch: [574][9/17]	Time 0.006 (0.007)	Loss 0.0061 (0.0061)
Epoch: [574][10/17]	Time 0.007 (0.007)	Loss 0.0073 (0.0062)
Epoch: [574][11/17]	Time 0.007 (0.007)	Loss 0.0074 (0.0063)
Epoch: [574][12/17]	Time 0.007 (0.007)	Loss 0.0074 (0.0064)
Epoch: [574][13/17]	Time 0.006 (0.007)	Loss 0.0098 (0.0066)
Epoch: [574][14/17]	Time 0.006 (0.007)	Loss 0.0063 (0.0066)
Epoch: [574][15/17]	Time 0.007 (0.007)	Loss 0.0078 (0.0067)
Epoch: [574][16/17]	Time 0.006 (0.007)	Loss 0.0098 (0.0068)
Epoch end: [574]	Time 0.118	Loss 0.0068
Train loss score [574]: tensor(0.0068)
Pred  Val: [574][0/3]	Time 0.005 (0.005)	Loss 0.0162 (0.0162)
Pred  Val: [574][1/3]	Time 0.007 (0.006)	Loss 0.0246 (0.0204)
Pred  Val: [574][2/3]	Time 0.003 (0.005)	Loss 0.0408 (0.0212)
Pred  Val end: [574]	Time 0.016	Loss 0.0212
Val loss score [574]: tensor(0.0212) 
Epoch: [575][0/17]	Time 0.010 (0.010)	Loss 0.0046 (0.0046)
Epoch: [575][1/17]	Time 0.007 (0.008)	Loss 0.0052 (0.0049)
Epoch: [575][2/17]	Time 0.006 (0.008)	Loss 0.0056 (0.0051)
Epoch: [575][3/17]	Time 0.008 (0.008)	Loss 0.0051 (0.0051)
Epoch: [575][4/17]	Time 0.008 (0.008)	Loss 0.0060 (0.0053)
Epoch: [575][5/17]	Time 0.007 (0.007)	Loss 0.0051 (0.0053)
Epoch: [575][6/17]	Time 0.007 (0.007)	Loss 0.0064 (0.0054)
Epoch: [575][7/17]	Time 0.019 (0.009)	Loss 0.0069 (0.0056)
Epoch: [575][8/17]	Time 0.006 (0.009)	Loss 0.0087 (0.0060)
Epoch: [575][9/17]	Time 0.007 (0.009)	Loss 0.0099 (0.0064)
Epoch: [575][10/17]	Time 0.009 (0.009)	Loss 0.0059 (0.0063)
Epoch: [575][11/17]	Time 0.006 (0.008)	Loss 0.0080 (0.0065)
Epoch: [575][12/17]	Time 0.007 (0.008)	Loss 0.0061 (0.0064)
Epoch: [575][13/17]	Time 0.007 (0.008)	Loss 0.0100 (0.0067)
Epoch: [575][14/17]	Time 0.007 (0.008)	Loss 0.0081 (0.0068)
Epoch: [575][15/17]	Time 0.006 (0.008)	Loss 0.0064 (0.0068)
Epoch: [575][16/17]	Time 0.006 (0.008)	Loss 0.0045 (0.0067)
Epoch end: [575]	Time 0.133	Loss 0.0067
Train loss score [575]: tensor(0.0067)
Pred  Val: [575][0/3]	Time 0.005 (0.005)	Loss 0.0240 (0.0240)
Pred  Val: [575][1/3]	Time 0.004 (0.004)	Loss 0.0261 (0.0251)
Pred  Val: [575][2/3]	Time 0.001 (0.003)	Loss 0.0116 (0.0245)
Pred  Val end: [575]	Time 0.010	Loss 0.0245
Val loss score [575]: tensor(0.0245) 
Epoch: [576][0/17]	Time 0.008 (0.008)	Loss 0.0076 (0.0076)
Epoch: [576][1/17]	Time 0.009 (0.008)	Loss 0.0104 (0.0090)
Epoch: [576][2/17]	Time 0.006 (0.008)	Loss 0.0056 (0.0079)
Epoch: [576][3/17]	Time 0.007 (0.008)	Loss 0.0074 (0.0078)
Epoch: [576][4/17]	Time 0.011 (0.008)	Loss 0.0047 (0.0071)
Epoch: [576][5/17]	Time 0.007 (0.008)	Loss 0.0067 (0.0071)
Epoch: [576][6/17]	Time 0.006 (0.008)	Loss 0.0051 (0.0068)
Epoch: [576][7/17]	Time 0.007 (0.008)	Loss 0.0074 (0.0069)
Epoch: [576][8/17]	Time 0.007 (0.008)	Loss 0.0066 (0.0068)
Epoch: [576][9/17]	Time 0.007 (0.008)	Loss 0.0058 (0.0067)
Epoch: [576][10/17]	Time 0.007 (0.008)	Loss 0.0066 (0.0067)
Epoch: [576][11/17]	Time 0.007 (0.008)	Loss 0.0050 (0.0066)
Epoch: [576][12/17]	Time 0.006 (0.007)	Loss 0.0071 (0.0066)
Epoch: [576][13/17]	Time 0.006 (0.007)	Loss 0.0079 (0.0067)
Epoch: [576][14/17]	Time 0.007 (0.007)	Loss 0.0067 (0.0067)
Epoch: [576][15/17]	Time 0.007 (0.007)	Loss 0.0063 (0.0067)
Epoch: [576][16/17]	Time 0.007 (0.007)	Loss 0.0078 (0.0067)
Epoch end: [576]	Time 0.123	Loss 0.0067
Train loss score [576]: tensor(0.0067)
Pred  Val: [576][0/3]	Time 0.005 (0.005)	Loss 0.0287 (0.0287)
Pred  Val: [576][1/3]	Time 0.005 (0.005)	Loss 0.0333 (0.0310)
Pred  Val: [576][2/3]	Time 0.001 (0.004)	Loss 0.0406 (0.0314)
Pred  Val end: [576]	Time 0.011	Loss 0.0314
Val loss score [576]: tensor(0.0314) 
Epoch: [577][0/17]	Time 0.009 (0.009)	Loss 0.0058 (0.0058)
Epoch: [577][1/17]	Time 0.006 (0.008)	Loss 0.0047 (0.0052)
Epoch: [577][2/17]	Time 0.006 (0.007)	Loss 0.0059 (0.0054)
Epoch: [577][3/17]	Time 0.006 (0.007)	Loss 0.0070 (0.0058)
Epoch: [577][4/17]	Time 0.009 (0.007)	Loss 0.0054 (0.0058)
Epoch: [577][5/17]	Time 0.006 (0.007)	Loss 0.0062 (0.0058)
Epoch: [577][6/17]	Time 0.007 (0.007)	Loss 0.0047 (0.0057)
Epoch: [577][7/17]	Time 0.006 (0.007)	Loss 0.0080 (0.0060)
Epoch: [577][8/17]	Time 0.006 (0.007)	Loss 0.0048 (0.0058)
Epoch: [577][9/17]	Time 0.006 (0.007)	Loss 0.0123 (0.0065)
Epoch: [577][10/17]	Time 0.006 (0.007)	Loss 0.0056 (0.0064)
Epoch: [577][11/17]	Time 0.007 (0.007)	Loss 0.0131 (0.0070)
Epoch: [577][12/17]	Time 0.007 (0.007)	Loss 0.0143 (0.0075)
Epoch: [577][13/17]	Time 0.007 (0.007)	Loss 0.0094 (0.0077)
Epoch: [577][14/17]	Time 0.007 (0.007)	Loss 0.0180 (0.0083)
Epoch: [577][15/17]	Time 0.009 (0.007)	Loss 0.0045 (0.0081)
Epoch: [577][16/17]	Time 0.009 (0.007)	Loss 0.0162 (0.0084)
Epoch end: [577]	Time 0.120	Loss 0.0084
Train loss score [577]: tensor(0.0084)
Pred  Val: [577][0/3]	Time 0.006 (0.006)	Loss 0.0238 (0.0238)
Pred  Val: [577][1/3]	Time 0.005 (0.005)	Loss 0.0209 (0.0224)
Pred  Val: [577][2/3]	Time 0.004 (0.005)	Loss 0.0308 (0.0227)
Pred  Val end: [577]	Time 0.014	Loss 0.0227
Val loss score [577]: tensor(0.0227) 
Epoch: [578][0/17]	Time 0.012 (0.012)	Loss 0.0111 (0.0111)
Epoch: [578][1/17]	Time 0.007 (0.010)	Loss 0.0066 (0.0088)
Epoch: [578][2/17]	Time 0.007 (0.009)	Loss 0.0066 (0.0081)
Epoch: [578][3/17]	Time 0.008 (0.009)	Loss 0.0065 (0.0077)
Epoch: [578][4/17]	Time 0.006 (0.008)	Loss 0.0072 (0.0076)
Epoch: [578][5/17]	Time 0.007 (0.008)	Loss 0.0072 (0.0075)
Epoch: [578][6/17]	Time 0.006 (0.008)	Loss 0.0060 (0.0073)
Epoch: [578][7/17]	Time 0.006 (0.008)	Loss 0.0064 (0.0072)
Epoch: [578][8/17]	Time 0.007 (0.008)	Loss 0.0048 (0.0069)
Epoch: [578][9/17]	Time 0.006 (0.007)	Loss 0.0082 (0.0070)
Epoch: [578][10/17]	Time 0.007 (0.007)	Loss 0.0075 (0.0071)
Epoch: [578][11/17]	Time 0.006 (0.007)	Loss 0.0153 (0.0078)
Epoch: [578][12/17]	Time 0.008 (0.007)	Loss 0.0089 (0.0079)
Epoch: [578][13/17]	Time 0.007 (0.007)	Loss 0.0195 (0.0087)
Epoch: [578][14/17]	Time 0.007 (0.007)	Loss 0.0110 (0.0088)
Epoch: [578][15/17]	Time 0.006 (0.007)	Loss 0.0155 (0.0093)
Epoch: [578][16/17]	Time 0.006 (0.007)	Loss 0.0210 (0.0097)
Epoch end: [578]	Time 0.121	Loss 0.0097
Train loss score [578]: tensor(0.0097)
Pred  Val: [578][0/3]	Time 0.005 (0.005)	Loss 0.0249 (0.0249)
Pred  Val: [578][1/3]	Time 0.005 (0.005)	Loss 0.0202 (0.0226)
Pred  Val: [578][2/3]	Time 0.001 (0.004)	Loss 0.0239 (0.0226)
Pred  Val end: [578]	Time 0.012	Loss 0.0226
Val loss score [578]: tensor(0.0226) 
Epoch: [579][0/17]	Time 0.009 (0.009)	Loss 0.0059 (0.0059)
Epoch: [579][1/17]	Time 0.006 (0.008)	Loss 0.0104 (0.0081)
Epoch: [579][2/17]	Time 0.007 (0.007)	Loss 0.0047 (0.0070)
Epoch: [579][3/17]	Time 0.007 (0.007)	Loss 0.0151 (0.0090)
Epoch: [579][4/17]	Time 0.007 (0.007)	Loss 0.0078 (0.0088)
Epoch: [579][5/17]	Time 0.007 (0.007)	Loss 0.0120 (0.0093)
Epoch: [579][6/17]	Time 0.007 (0.007)	Loss 0.0187 (0.0106)
Epoch: [579][7/17]	Time 0.007 (0.007)	Loss 0.0077 (0.0103)
Epoch: [579][8/17]	Time 0.007 (0.007)	Loss 0.0190 (0.0112)
Epoch: [579][9/17]	Time 0.019 (0.008)	Loss 0.0075 (0.0109)
Epoch: [579][10/17]	Time 0.009 (0.008)	Loss 0.0244 (0.0121)
Epoch: [579][11/17]	Time 0.008 (0.008)	Loss 0.0072 (0.0117)
Epoch: [579][12/17]	Time 0.007 (0.008)	Loss 0.0270 (0.0129)
Epoch: [579][13/17]	Time 0.007 (0.008)	Loss 0.0140 (0.0129)
Epoch: [579][14/17]	Time 0.006 (0.008)	Loss 0.0096 (0.0127)
Epoch: [579][15/17]	Time 0.007 (0.008)	Loss 0.0088 (0.0125)
Epoch: [579][16/17]	Time 0.006 (0.008)	Loss 0.0044 (0.0121)
Epoch end: [579]	Time 0.132	Loss 0.0121
Train loss score [579]: tensor(0.0121)
Pred  Val: [579][0/3]	Time 0.005 (0.005)	Loss 0.0297 (0.0297)
Pred  Val: [579][1/3]	Time 0.004 (0.004)	Loss 0.0300 (0.0299)
Pred  Val: [579][2/3]	Time 0.001 (0.003)	Loss 0.0421 (0.0304)
Pred  Val end: [579]	Time 0.010	Loss 0.0304
Val loss score [579]: tensor(0.0304) 
Epoch: [580][0/17]	Time 0.010 (0.010)	Loss 0.0076 (0.0076)
Epoch: [580][1/17]	Time 0.006 (0.008)	Loss 0.0084 (0.0080)
Epoch: [580][2/17]	Time 0.007 (0.008)	Loss 0.0048 (0.0069)
Epoch: [580][3/17]	Time 0.007 (0.008)	Loss 0.0060 (0.0067)
Epoch: [580][4/17]	Time 0.008 (0.008)	Loss 0.0077 (0.0069)
Epoch: [580][5/17]	Time 0.006 (0.007)	Loss 0.0085 (0.0072)
Epoch: [580][6/17]	Time 0.006 (0.007)	Loss 0.0074 (0.0072)
Epoch: [580][7/17]	Time 0.007 (0.007)	Loss 0.0065 (0.0071)
Epoch: [580][8/17]	Time 0.007 (0.007)	Loss 0.0068 (0.0071)
Epoch: [580][9/17]	Time 0.006 (0.007)	Loss 0.0079 (0.0072)
Epoch: [580][10/17]	Time 0.007 (0.007)	Loss 0.0074 (0.0072)
Epoch: [580][11/17]	Time 0.007 (0.007)	Loss 0.0130 (0.0077)
Epoch: [580][12/17]	Time 0.006 (0.007)	Loss 0.0066 (0.0076)
Epoch: [580][13/17]	Time 0.007 (0.007)	Loss 0.0079 (0.0076)
Epoch: [580][14/17]	Time 0.007 (0.007)	Loss 0.0089 (0.0077)
Epoch: [580][15/17]	Time 0.008 (0.007)	Loss 0.0072 (0.0077)
Epoch: [580][16/17]	Time 0.010 (0.007)	Loss 0.0065 (0.0076)
Epoch end: [580]	Time 0.122	Loss 0.0076
Train loss score [580]: tensor(0.0076)
Pred  Val: [580][0/3]	Time 0.006 (0.006)	Loss 0.0343 (0.0343)
Pred  Val: [580][1/3]	Time 0.004 (0.005)	Loss 0.0304 (0.0323)
Pred  Val: [580][2/3]	Time 0.001 (0.004)	Loss 0.0421 (0.0327)
Pred  Val end: [580]	Time 0.012	Loss 0.0327
Val loss score [580]: tensor(0.0327) 
Epoch: [581][0/17]	Time 0.009 (0.009)	Loss 0.0076 (0.0076)
Epoch: [581][1/17]	Time 0.006 (0.008)	Loss 0.0054 (0.0065)
Epoch: [581][2/17]	Time 0.007 (0.007)	Loss 0.0051 (0.0060)
Epoch: [581][3/17]	Time 0.007 (0.007)	Loss 0.0059 (0.0060)
Epoch: [581][4/17]	Time 0.007 (0.007)	Loss 0.0067 (0.0061)
Epoch: [581][5/17]	Time 0.099 (0.022)	Loss 0.0056 (0.0060)
Epoch: [581][6/17]	Time 0.007 (0.020)	Loss 0.0051 (0.0059)
Epoch: [581][7/17]	Time 0.006 (0.018)	Loss 0.0075 (0.0061)
Epoch: [581][8/17]	Time 0.006 (0.017)	Loss 0.0071 (0.0062)
Epoch: [581][9/17]	Time 0.006 (0.016)	Loss 0.0151 (0.0071)
Epoch: [581][10/17]	Time 0.006 (0.015)	Loss 0.0150 (0.0078)
Epoch: [581][11/17]	Time 0.006 (0.014)	Loss 0.0067 (0.0077)
Epoch: [581][12/17]	Time 0.008 (0.014)	Loss 0.0068 (0.0077)
Epoch: [581][13/17]	Time 0.007 (0.013)	Loss 0.0102 (0.0079)
Epoch: [581][14/17]	Time 0.007 (0.013)	Loss 0.0100 (0.0080)
Epoch: [581][15/17]	Time 0.009 (0.013)	Loss 0.0055 (0.0078)
Epoch: [581][16/17]	Time 0.006 (0.012)	Loss 0.0139 (0.0081)
Epoch end: [581]	Time 0.210	Loss 0.0081
Train loss score [581]: tensor(0.0081)
Pred  Val: [581][0/3]	Time 0.006 (0.006)	Loss 0.0215 (0.0215)
Pred  Val: [581][1/3]	Time 0.008 (0.007)	Loss 0.0215 (0.0215)
Pred  Val: [581][2/3]	Time 0.002 (0.005)	Loss 0.0058 (0.0209)
Pred  Val end: [581]	Time 0.016	Loss 0.0209
Val loss score [581]: tensor(0.0209) 
Epoch: [582][0/17]	Time 0.012 (0.012)	Loss 0.0080 (0.0080)
Epoch: [582][1/17]	Time 0.010 (0.011)	Loss 0.0120 (0.0100)
Epoch: [582][2/17]	Time 0.006 (0.009)	Loss 0.0135 (0.0111)
Epoch: [582][3/17]	Time 0.007 (0.009)	Loss 0.0089 (0.0106)
Epoch: [582][4/17]	Time 0.007 (0.008)	Loss 0.0122 (0.0109)
Epoch: [582][5/17]	Time 0.006 (0.008)	Loss 0.0060 (0.0101)
Epoch: [582][6/17]	Time 0.007 (0.008)	Loss 0.0086 (0.0099)
Epoch: [582][7/17]	Time 0.006 (0.007)	Loss 0.0079 (0.0096)
Epoch: [582][8/17]	Time 0.007 (0.007)	Loss 0.0096 (0.0096)
Epoch: [582][9/17]	Time 0.007 (0.007)	Loss 0.0146 (0.0101)
Epoch: [582][10/17]	Time 0.007 (0.007)	Loss 0.0058 (0.0097)
Epoch: [582][11/17]	Time 0.007 (0.007)	Loss 0.0147 (0.0101)
Epoch: [582][12/17]	Time 0.008 (0.007)	Loss 0.0076 (0.0099)
Epoch: [582][13/17]	Time 0.007 (0.007)	Loss 0.0110 (0.0100)
Epoch: [582][14/17]	Time 0.007 (0.007)	Loss 0.0137 (0.0103)
Epoch: [582][15/17]	Time 0.007 (0.007)	Loss 0.0056 (0.0100)
Epoch: [582][16/17]	Time 0.006 (0.007)	Loss 0.0137 (0.0101)
Epoch end: [582]	Time 0.121	Loss 0.0101
Train loss score [582]: tensor(0.0101)
Pred  Val: [582][0/3]	Time 0.004 (0.004)	Loss 0.0204 (0.0204)
Pred  Val: [582][1/3]	Time 0.005 (0.004)	Loss 0.0217 (0.0211)
Pred  Val: [582][2/3]	Time 0.001 (0.003)	Loss 0.0282 (0.0214)
Pred  Val end: [582]	Time 0.010	Loss 0.0214
Val loss score [582]: tensor(0.0214) 
Epoch: [583][0/17]	Time 0.012 (0.012)	Loss 0.0042 (0.0042)
Epoch: [583][1/17]	Time 0.007 (0.009)	Loss 0.0128 (0.0085)
Epoch: [583][2/17]	Time 0.007 (0.009)	Loss 0.0061 (0.0077)
Epoch: [583][3/17]	Time 0.008 (0.008)	Loss 0.0130 (0.0090)
Epoch: [583][4/17]	Time 0.008 (0.008)	Loss 0.0121 (0.0096)
Epoch: [583][5/17]	Time 0.011 (0.009)	Loss 0.0087 (0.0095)
Epoch: [583][6/17]	Time 0.007 (0.008)	Loss 0.0068 (0.0091)
Epoch: [583][7/17]	Time 0.006 (0.008)	Loss 0.0112 (0.0094)
Epoch: [583][8/17]	Time 0.007 (0.008)	Loss 0.0162 (0.0101)
Epoch: [583][9/17]	Time 0.006 (0.008)	Loss 0.0094 (0.0100)
Epoch: [583][10/17]	Time 0.007 (0.008)	Loss 0.0227 (0.0112)
Epoch: [583][11/17]	Time 0.006 (0.008)	Loss 0.0066 (0.0108)
Epoch: [583][12/17]	Time 0.007 (0.008)	Loss 0.0238 (0.0118)
Epoch: [583][13/17]	Time 0.010 (0.008)	Loss 0.0072 (0.0115)
Epoch: [583][14/17]	Time 0.006 (0.008)	Loss 0.0257 (0.0124)
Epoch: [583][15/17]	Time 0.007 (0.008)	Loss 0.0142 (0.0125)
Epoch: [583][16/17]	Time 0.007 (0.008)	Loss 0.0171 (0.0127)
Epoch end: [583]	Time 0.129	Loss 0.0127
Train loss score [583]: tensor(0.0127)
Pred  Val: [583][0/3]	Time 0.008 (0.008)	Loss 0.0427 (0.0427)
Pred  Val: [583][1/3]	Time 0.007 (0.008)	Loss 0.0392 (0.0410)
Pred  Val: [583][2/3]	Time 0.002 (0.006)	Loss 0.0745 (0.0424)
Pred  Val end: [583]	Time 0.018	Loss 0.0424
Val loss score [583]: tensor(0.0424) 
Epoch: [584][0/17]	Time 0.014 (0.014)	Loss 0.0135 (0.0135)
Epoch: [584][1/17]	Time 0.008 (0.011)	Loss 0.0162 (0.0148)
Epoch: [584][2/17]	Time 0.007 (0.010)	Loss 0.0241 (0.0179)
Epoch: [584][3/17]	Time 0.007 (0.009)	Loss 0.0096 (0.0158)
Epoch: [584][4/17]	Time 0.007 (0.008)	Loss 0.0268 (0.0180)
Epoch: [584][5/17]	Time 0.007 (0.008)	Loss 0.0077 (0.0163)
Epoch: [584][6/17]	Time 0.007 (0.008)	Loss 0.0145 (0.0160)
Epoch: [584][7/17]	Time 0.007 (0.008)	Loss 0.0106 (0.0154)
Epoch: [584][8/17]	Time 0.007 (0.008)	Loss 0.0181 (0.0157)
Epoch: [584][9/17]	Time 0.010 (0.008)	Loss 0.0151 (0.0156)
Epoch: [584][10/17]	Time 0.007 (0.008)	Loss 0.0122 (0.0153)
Epoch: [584][11/17]	Time 0.008 (0.008)	Loss 0.0194 (0.0156)
Epoch: [584][12/17]	Time 0.011 (0.008)	Loss 0.0065 (0.0149)
Epoch: [584][13/17]	Time 0.008 (0.008)	Loss 0.0158 (0.0150)
Epoch: [584][14/17]	Time 0.010 (0.008)	Loss 0.0087 (0.0146)
Epoch: [584][15/17]	Time 0.007 (0.008)	Loss 0.0195 (0.0149)
Epoch: [584][16/17]	Time 0.007 (0.008)	Loss 0.0083 (0.0146)
Epoch end: [584]	Time 0.139	Loss 0.0146
Train loss score [584]: tensor(0.0146)
Pred  Val: [584][0/3]	Time 0.005 (0.005)	Loss 0.0373 (0.0373)
Pred  Val: [584][1/3]	Time 0.005 (0.005)	Loss 0.0338 (0.0356)
Pred  Val: [584][2/3]	Time 0.002 (0.004)	Loss 0.0294 (0.0353)
